file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_M1B_2025_00647,SPEAKER_00,7,787.7251,938.9401,151.215,65,482,99.8,51.415,64,0.8034,3.188,0.66,0.8036
VAL_M1B_2025_00647,SPEAKER_01,8,939.6321,948.0281,8.396,3,53,6.69,1.706,2,0.853,6.313,0.797,
VAL_M1B_2025_00647,SPEAKER_00,9,948.4991,1040.9321,92.433,38,370,68.558,23.875,37,0.6453,4.003,0.742,0.8293
VAL_M1B_2025_00647,SPEAKER_01,10,1041.6641,1047.2441,5.58,1,43,5.58,0.0,0,0.0,7.706,1.0,
VAL_M1B_2025_00647,SPEAKER_00,11,1047.9771,1105.7342,57.7571,25,194,37.3411,20.416,24,0.8507,3.359,0.647,0.8246
VAL_M1B_2026_00633,SPEAKER_00,1,543.5766,684.1886,140.612,46,652,100.525,40.087,45,0.8908,4.637,0.715,0.7595
VAL_M1B_2026_00633,SPEAKER_01,2,687.9176,701.9836,14.066,4,70,11.35,2.716,3,0.9053,4.977,0.807,
VAL_M1B_2026_00633,SPEAKER_00,3,703.6686,738.8536,35.185,13,175,25.237,9.948,12,0.829,4.974,0.717,0.7049
VAL_M1B_2026_00633,SPEAKER_01,4,741.3336,745.5166,4.183,3,9,2.973,1.21,2,0.605,2.152,0.711,
VAL_M1B_2026_00633,SPEAKER_00,5,747.7116,767.3536,19.642,6,93,15.556,4.086,5,0.8172,4.735,0.792,0.6915
VAL_M1B_2026_00633,SPEAKER_01,6,768.5346,771.4076,2.873,2,11,2.063,0.81,1,0.81,3.829,0.718,
VAL_M1B_2026_00633,SPEAKER_00,7,772.1576,775.8686,3.711,2,29,3.37,0.341,1,0.341,7.815,0.908,0.4555
VAL_M1B_2026_00633,SPEAKER_01,8,776.7396,797.0946,20.355,7,79,11.902,8.453,6,1.4088,3.881,0.585,
VAL_M1B_2026_00633,SPEAKER_00,9,797.8186,837.8456,40.027,12,221,32.3911,7.6359,11,0.6942,5.521,0.809,0.7629
VAL_M1B_2026_00633,SPEAKER_01,10,839.9636,843.8156,3.852,2,19,3.592,0.26,1,0.26,4.933,0.933,
VAL_M1B_2026_00633,SPEAKER_00,11,844.5066,941.6406,97.134,33,467,68.999,28.135,32,0.8792,4.808,0.71,0.6732
VAL_M1B_2026_00633,SPEAKER_01,12,945.4586,950.9186,5.46,4,27,4.15,1.31,3,0.4367,4.945,0.76,
VAL_M1B_2026_00633,SPEAKER_00,13,951.6816,1086.2076,134.526,45,640,100.044,34.482,44,0.7837,4.757,0.744,0.7452
VAL_M1M_2019_0018,SPEAKER_01,1,488.6637,489.6137,0.95,1,4,0.95,0.0,0,0.0,4.211,1.0,
VAL_M1M_2019_0018,SPEAKER_00,2,489.8237,520.3197,30.496,13,83,23.786,6.71,12,0.5592,2.722,0.78,0.7883
VAL_M1M_2019_0018,SPEAKER_01,3,520.8717,523.8027,2.931,1,21,2.931,0.0,0,0.0,7.165,1.0,
VAL_M1M_2019_0018,SPEAKER_00,4,524.2137,563.2377,39.024,18,159,29.678,9.346,17,0.5498,4.074,0.761,0.7188
VAL_M1M_2019_0018,SPEAKER_01,5,563.7177,576.5067,12.789,4,46,10.119,2.67,3,0.89,3.597,0.791,
VAL_M1M_2019_0018,SPEAKER_00,6,577.1167,612.6177,35.501,11,166,29.228,6.273,10,0.6273,4.676,0.823,0.7750
VAL_M1M_2019_0018,SPEAKER_01,7,614.5187,621.9687,7.45,2,28,6.96,0.49,1,0.49,3.758,0.934,
VAL_M1M_2019_0018,SPEAKER_00,8,622.5427,751.6547,129.112,45,494,103.088,26.024,44,0.5915,3.826,0.798,0.8050
VAL_M1M_2019_0018,SPEAKER_01,9,752.4747,758.1367,5.662,3,27,4.622,1.04,2,0.52,4.769,0.816,
VAL_M1M_2019_0018,SPEAKER_00,10,758.7577,803.2897,44.532,16,162,36.139,8.393,15,0.5595,3.638,0.812,0.7483
VAL_M1M_2019_0018,SPEAKER_01,11,805.6167,812.5667,6.95,2,36,6.18,0.77,1,0.77,5.18,0.889,
VAL_M1M_2019_0018,SPEAKER_00,12,813.0977,845.9907,32.893,15,133,24.192,8.701,14,0.6215,4.043,0.735,0.8300
VAL_M1M_2019_0018,SPEAKER_01,13,848.2967,854.9587,6.662,2,40,6.19,0.472,1,0.472,6.004,0.929,
VAL_M1M_2019_0018,SPEAKER_00,14,855.4607,975.5837,120.123,46,524,93.642,26.481,45,0.5885,4.362,0.78,0.7570
VAL_M1M_2019_00201,SPEAKER_01,1,507.8067,566.9717,59.165,21,269,41.939,17.226,20,0.8613,4.547,0.709,0.7611
VAL_M1M_2019_00201,SPEAKER_00,2,568.5917,575.5417,6.95,4,29,4.87,2.08,3,0.6933,4.173,0.701,
VAL_M1M_2019_00201,SPEAKER_01,3,577.8567,635.8377,57.981,20,244,44.175,13.806,19,0.7266,4.208,0.762,0.7929
VAL_M1M_2019_00201,SPEAKER_00,4,636.5097,641.3997,4.89,1,34,4.89,0.0,0,0.0,6.953,1.0,
VAL_M1M_2019_00201,SPEAKER_01,5,643.8527,665.5977,21.745,7,125,18.073,3.672,6,0.612,5.748,0.831,0.7231
VAL_M1M_2019_00201,SPEAKER_00,6,667.0227,679.3087,12.286,5,58,10.094,2.192,4,0.548,4.721,0.822,
VAL_M1M_2019_00201,SPEAKER_01,7,679.9007,723.7167,43.816,13,193,31.489,12.327,12,1.0272,4.405,0.719,0.7622
VAL_M1M_2019_00201,SPEAKER_00,8,726.3587,729.6217,3.263,1,24,3.263,0.0,0,0.0,7.355,1.0,
VAL_M1M_2019_00201,SPEAKER_01,9,729.9617,757.3117,27.35,8,134,20.724,6.626,7,0.9466,4.899,0.758,0.7346
VAL_M1M_2019_00201,SPEAKER_00,10,758.1277,770.8647,12.737,3,68,10.5,2.237,2,1.1185,5.339,0.824,
VAL_M1M_2019_00201,SPEAKER_01,11,772.5807,826.0947,53.514,19,237,40.7,12.814,18,0.7119,4.429,0.761,0.7929
VAL_M1M_2019_00201,SPEAKER_00,12,826.7357,838.7567,12.021,3,73,10.481,1.54,2,0.77,6.073,0.872,
VAL_M1M_2019_00201,SPEAKER_01,13,840.3867,896.1907,55.804,18,217,36.947,18.857,17,1.1092,3.889,0.662,0.7301
VAL_M1M_2019_00201,SPEAKER_00,14,897.5817,912.4107,14.829,5,60,10.512,4.317,4,1.0793,4.046,0.709,
VAL_M1M_2019_00201,SPEAKER_01,15,913.7717,945.6577,31.886,9,126,24.322,7.564,8,0.9455,3.952,0.763,0.7563
VAL_M1M_2019_00201,SPEAKER_00,16,948.4977,965.6327,17.135,5,57,13.461,3.674,4,0.9185,3.327,0.786,
VAL_M1M_2019_00201,SPEAKER_01,17,965.7327,1006.7267,40.994,12,145,24.666,16.328,11,1.4844,3.537,0.602,0.7486
VAL_M1M_2019_00201,SPEAKER_00,18,1007.5507,1013.6507,6.1,2,31,5.74,0.36,1,0.36,5.082,0.941,
VAL_M1M_2020_00131,SPEAKER_00,1,370.4734,387.5664,17.093,8,72,11.557,5.536,7,0.7909,4.212,0.676,0.7773
VAL_M1M_2020_00131,SPEAKER_01,2,389.0964,391.0564,1.96,1,14,1.96,0.0,0,0.0,7.143,1.0,
VAL_M1M_2020_00131,SPEAKER_00,3,392.8494,425.4434,32.594,11,182,25.43,7.164,10,0.7164,5.584,0.78,0.7824
VAL_M1M_2020_00131,SPEAKER_01,4,427.5544,431.2354,3.681,1,23,3.681,0.0,0,0.0,6.248,1.0,
VAL_M1M_2020_00131,SPEAKER_00,5,432.5354,524.1944,91.659,29,356,61.014,30.645,28,1.0945,3.884,0.666,0.8185
VAL_M1M_2020_00131,SPEAKER_01,6,525.4204,526.7904,1.37,1,11,1.37,0.0,0,0.0,8.029,1.0,
VAL_M1M_2020_00131,SPEAKER_00,7,528.1614,532.7244,4.563,1,28,4.563,0.0,0,0.0,6.136,1.0,0.7721
VAL_M1M_2020_00131,SPEAKER_01,8,532.9244,534.2744,1.35,1,9,1.35,0.0,0,0.0,6.667,1.0,
VAL_M1M_2020_00131,SPEAKER_00,9,535.3254,547.5884,12.263,5,42,7.486,4.777,4,1.1943,3.425,0.61,0.8340
VAL_M1M_2020_00131,SPEAKER_01,10,548.4894,550.9504,2.461,1,18,2.461,0.0,0,0.0,7.314,1.0,
VAL_M1M_2020_00131,SPEAKER_00,11,553.7514,567.9554,14.204,4,44,8.17,6.034,3,2.0113,3.098,0.575,0.8145
VAL_M1M_2020_00131,SPEAKER_01,12,569.5344,578.6804,9.146,3,61,8.156,0.99,2,0.495,6.67,0.892,
VAL_M1M_2020_00131,SPEAKER_00,13,580.2624,608.7754,28.513,11,120,21.46,7.053,10,0.7053,4.209,0.753,0.8892
VAL_M1M_2020_00131,SPEAKER_01,14,609.2054,611.4554,2.25,1,16,2.25,0.0,0,0.0,7.111,1.0,
VAL_M1M_2020_00131,SPEAKER_00,15,612.9964,624.8994,11.903,4,52,9.143,2.76,3,0.92,4.369,0.768,0.7987
VAL_M1M_2020_00131,SPEAKER_01,16,626.4374,631.0684,4.631,1,29,4.631,0.0,0,0.0,6.262,1.0,
VAL_M1M_2020_00131,SPEAKER_00,17,633.8384,658.5204,24.682,11,65,15.764,8.918,10,0.8918,2.633,0.639,0.8715
VAL_M1M_2020_00131,SPEAKER_01,18,661.6614,663.3214,1.66,1,14,1.66,0.0,0,0.0,8.434,1.0,
VAL_M1M_2020_00131,SPEAKER_00,19,665.9934,692.2794,26.286,10,82,17.973,8.313,9,0.9237,3.12,0.684,0.8282
VAL_M1M_2020_00131,SPEAKER_01,20,694.5124,699.9834,5.471,1,39,5.471,0.0,0,0.0,7.128,1.0,
VAL_M1M_2020_00131,SPEAKER_00,21,700.9334,728.8184,27.885,8,124,22.395,5.49,7,0.7843,4.447,0.803,0.7384
VAL_M1M_2020_00131,SPEAKER_01,22,729.7924,736.1534,6.361,2,40,6.031,0.33,1,0.33,6.288,0.948,
VAL_M1M_2020_00131,SPEAKER_00,23,736.5164,740.2494,3.733,3,21,3.103,0.63,2,0.315,5.626,0.831,0.8650
VAL_M1M_2020_00154,SPEAKER_00,1,565.0469,607.0919,42.045,20,126,25.456,16.589,19,0.8731,2.997,0.605,0.8347
VAL_M1M_2020_00154,SPEAKER_01,2,609.5959,614.7459,5.15,2,4,4.89,0.26,1,0.26,0.777,0.95,
VAL_M1M_2020_00154,SPEAKER_00,3,616.7549,666.8759,50.121,21,161,29.455,20.666,20,1.0333,3.212,0.588,0.8197
VAL_M1M_2020_00154,SPEAKER_01,4,671.4059,673.1059,1.7,1,12,1.7,0.0,0,0.0,7.059,1.0,
VAL_M1M_2020_00154,SPEAKER_00,5,674.5979,798.7399,124.142,57,390,72.255,51.887,56,0.9266,3.142,0.582,0.8303
VAL_M1M_2020_00154,SPEAKER_01,6,800.0449,809.5679,9.523,3,47,8.173,1.35,2,0.675,4.935,0.858,
VAL_M1M_2020_00154,SPEAKER_00,7,810.9939,837.6849,26.691,14,72,14.3959,12.2951,13,0.9458,2.698,0.539,0.7193
VAL_M1M_2020_00154,SPEAKER_01,8,838.6649,845.7789,7.114,2,39,6.26,0.854,1,0.854,5.482,0.88,
VAL_M1M_2020_00154,SPEAKER_00,9,850.4019,861.8069,11.405,7,59,8.355,3.05,6,0.5083,5.173,0.733,0.6738
VAL_M1M_2020_00154,SPEAKER_01,10,863.4379,867.5899,4.152,3,22,2.721,1.431,2,0.7155,5.299,0.655,
VAL_M1M_2020_00154,SPEAKER_00,11,867.6799,948.4729,80.793,33,240,40.278,40.515,32,1.2661,2.971,0.499,0.8133
VAL_M1M_2020_00154,SPEAKER_01,12,949.7339,956.3739,6.64,3,23,3.25,3.39,2,1.695,3.464,0.489,
VAL_M1M_2020_00154,SPEAKER_00,13,957.7289,1098.5369,140.808,60,423,75.3569,65.4511,59,1.1093,3.004,0.535,0.8282
VAL_M1M_2020_00154,SPEAKER_01,14,1103.6209,1111.4999,7.879,3,29,5.41,2.469,2,1.2345,3.681,0.687,
VAL_M1M_2020_00154,SPEAKER_00,15,1111.7929,1124.3719,12.579,7,32,6.699,5.88,6,0.98,2.544,0.533,0.8426
VAL_M1M_2020_00167,SPEAKER_00,1,442.5206,458.0726,15.552,3,106,14.14,1.412,2,0.706,6.816,0.909,0.7533
VAL_M1M_2020_00167,SPEAKER_01,2,459.0056,463.8676,4.862,1,32,4.862,0.0,0,0.0,6.582,1.0,
VAL_M1M_2020_00167,SPEAKER_00,3,465.1876,520.4246,55.237,21,254,42.168,13.069,20,0.6535,4.598,0.763,0.7583
VAL_M1M_2020_00167,SPEAKER_01,4,521.1556,530.4456,9.29,4,54,7.191,2.099,3,0.6997,5.813,0.774,
VAL_M1M_2020_00167,SPEAKER_00,5,531.2566,573.0716,41.815,14,228,36.116,5.699,13,0.4384,5.453,0.864,0.8292
VAL_M1M_2020_00167,SPEAKER_01,6,573.1236,579.8086,6.685,2,21,5.845,0.84,1,0.84,3.141,0.874,
VAL_M1M_2020_00167,SPEAKER_00,7,580.0886,601.4626,21.374,10,88,15.69,5.684,9,0.6316,4.117,0.734,0.8395
VAL_M1M_2020_00167,SPEAKER_01,8,601.5826,610.1276,8.545,2,62,7.845,0.7,1,0.7,7.256,0.918,
VAL_M1M_2020_00167,SPEAKER_00,9,610.9016,743.3966,132.495,37,717,106.1899,26.3051,36,0.7307,5.412,0.801,0.7705
VAL_M1M_2020_00167,SPEAKER_01,10,743.4486,745.7896,2.341,1,5,2.341,0.0,0,0.0,2.136,1.0,
VAL_M1M_2020_00167,SPEAKER_00,11,746.6696,782.0836,35.414,10,194,30.478,4.936,9,0.5484,5.478,0.861,0.8148
VAL_M1M_2020_00167,SPEAKER_01,12,782.6066,784.6486,2.042,1,16,2.042,0.0,0,0.0,7.835,1.0,
VAL_M1M_2020_00167,SPEAKER_00,13,785.0086,819.2226,34.214,10,223,28.731,5.483,9,0.6092,6.518,0.84,0.7047
VAL_M1M_2020_00167,SPEAKER_01,14,820.3966,822.7796,2.383,1,20,2.383,0.0,0,0.0,8.393,1.0,
VAL_M1M_2020_00167,SPEAKER_00,15,824.1006,830.1606,6.06,3,34,5.35,0.71,2,0.355,5.611,0.883,0.8857
VAL_M1M_2020_00167,SPEAKER_01,16,831.0066,836.3706,5.364,2,45,5.124,0.24,1,0.24,8.389,0.955,
VAL_M1M_2020_00167,SPEAKER_00,17,837.5766,882.5006,44.924,10,281,39.948,4.976,9,0.5529,6.255,0.889,0.7755
VAL_M1M_2020_00173,SPEAKER_00,1,495.8326,527.7626,31.93,12,195,27.36,4.57,11,0.4155,6.107,0.857,0.6980
VAL_M1M_2020_00173,SPEAKER_01,2,528.5926,529.3626,0.77,1,6,0.77,0.0,0,0.0,7.792,1.0,
VAL_M1M_2020_00173,SPEAKER_00,3,530.0336,606.6166,76.583,24,419,57.6329,18.9501,23,0.8239,5.471,0.753,0.7181
VAL_M1M_2020_00173,SPEAKER_01,4,608.1786,611.0746,2.896,2,12,1.582,1.314,1,1.314,4.144,0.546,
VAL_M1M_2020_00173,SPEAKER_00,5,611.0946,645.7216,34.627,12,217,28.178,6.449,11,0.5863,6.267,0.814,0.7702
VAL_M1M_2020_00173,SPEAKER_01,6,646.6726,649.1026,2.43,1,12,2.43,0.0,0,0.0,4.938,1.0,
VAL_M1M_2020_00173,SPEAKER_00,7,650.1526,720.7866,70.634,26,425,54.859,15.775,25,0.631,6.017,0.777,0.6920
VAL_M1M_2020_00173,SPEAKER_01,8,724.1396,731.4576,7.318,3,30,4.66,2.658,2,1.329,4.099,0.637,
VAL_M1M_2020_00173,SPEAKER_00,9,732.0486,754.0975,22.0489,6,122,18.8749,3.174,5,0.6348,5.533,0.856,0.6689
VAL_M1M_2020_00173,SPEAKER_01,10,757.4786,764.1436,6.665,4,17,4.162,2.503,3,0.8343,2.551,0.624,
VAL_M1M_2020_00173,SPEAKER_00,11,764.9236,800.5516,35.628,10,269,32.486,3.142,9,0.3491,7.55,0.912,0.7087
VAL_M1M_2020_00173,SPEAKER_01,12,801.2426,803.8676,2.625,1,12,2.625,0.0,0,0.0,4.571,1.0,
VAL_M1M_2020_00173,SPEAKER_00,13,804.3886,885.3136,80.925,25,515,66.56,14.365,24,0.5985,6.364,0.822,0.7214
VAL_M1M_2020_00173,SPEAKER_01,14,886.8736,900.2646,13.391,3,66,11.926,1.465,2,0.7325,4.929,0.891,
VAL_M1M_2020_00173,SPEAKER_00,15,900.9156,985.9376,85.022,34,482,60.342,24.68,33,0.7479,5.669,0.71,0.7311
VAL_M1M_2021_0047,SPEAKER_01,1,481.9596,523.2406,41.281,17,192,30.169,11.112,16,0.6945,4.651,0.731,0.6972
VAL_M1M_2021_0047,SPEAKER_00,2,525.9526,544.3396,18.387,11,45,9.354,9.033,10,0.9033,2.447,0.509,
VAL_M1M_2021_0047,SPEAKER_01,3,545.5846,705.5496,159.965,75,630,101.618,58.347,74,0.7885,3.938,0.635,0.7790
VAL_M1M_2021_0047,SPEAKER_00,4,707.0106,741.5416,34.531,13,67,12.815,21.716,12,1.8097,1.94,0.371,
VAL_M1M_2021_0047,SPEAKER_01,5,742.0216,909.8986,167.877,67,730,119.947,47.93,66,0.7262,4.348,0.714,0.7576
VAL_M1M_2021_0047,SPEAKER_00,6,912.1696,936.7376,24.568,9,120,17.63,6.938,8,0.8672,4.884,0.718,
VAL_M1M_2021_0047,SPEAKER_01,7,938.0666,960.4806,22.414,10,72,14.364,8.05,9,0.8944,3.212,0.641,0.8579
VAL_M1M_2021_0057,SPEAKER_00,1,523.1043,546.8563,23.752,10,105,16.704,7.048,9,0.7831,4.421,0.703,0.7060
VAL_M1M_2021_0057,SPEAKER_01,2,548.2963,555.3823,7.086,2,42,6.406,0.68,1,0.68,5.927,0.904,
VAL_M1M_2021_0057,SPEAKER_00,3,555.8833,583.2213,27.338,7,121,22.955,4.383,6,0.7305,4.426,0.84,0.6750
VAL_M1M_2021_0057,SPEAKER_01,4,583.5813,583.8113,0.23,1,1,0.23,0.0,0,0.0,4.348,1.0,
VAL_M1M_2021_0057,SPEAKER_00,5,584.1823,614.1993,30.017,10,120,22.16,7.857,9,0.873,3.998,0.738,0.6570
VAL_M1M_2021_0057,SPEAKER_01,6,616.2113,622.4353,6.224,3,33,5.394,0.83,2,0.415,5.302,0.867,
VAL_M1M_2021_0057,SPEAKER_00,7,624.4673,686.7673,62.3,20,297,49.412,12.888,19,0.6783,4.767,0.793,0.7175
VAL_M1M_2021_0057,SPEAKER_01,8,687.1273,712.6203,25.493,11,116,20.197,5.296,10,0.5296,4.55,0.792,
VAL_M1M_2021_0057,SPEAKER_00,9,713.7293,774.5983,60.869,18,296,51.09,9.779,17,0.5752,4.863,0.839,0.7437
VAL_M1M_2021_0057,SPEAKER_01,10,776.1393,779.8123,3.673,3,15,3.041,0.632,2,0.316,4.084,0.828,
VAL_M1M_2021_0057,SPEAKER_00,11,781.2533,809.4933,28.24,10,148,24.172,4.068,9,0.452,5.241,0.856,0.7342
VAL_M1M_2021_0057,SPEAKER_01,12,810.2683,818.0003,7.732,4,51,6.55,1.182,3,0.394,6.596,0.847,
VAL_M1M_2021_0057,SPEAKER_00,13,818.3123,854.4543,36.142,11,158,30.572,5.57,10,0.557,4.372,0.846,0.7233
VAL_M1M_2021_0057,SPEAKER_01,14,854.7543,858.2443,3.49,1,19,3.49,0.0,0,0.0,5.444,1.0,
VAL_M1M_2021_0057,SPEAKER_00,15,859.1773,877.9233,18.746,7,85,16.383,2.363,6,0.3938,4.534,0.874,0.6750
VAL_M1M_2021_0057,SPEAKER_01,16,877.9433,882.2753,4.332,4,17,2.64,1.692,3,0.564,3.924,0.609,
VAL_M1M_2021_0057,SPEAKER_00,17,883.7253,885.7663,2.041,3,9,1.081,0.96,2,0.48,4.41,0.53,0.5670
VAL_M1M_2021_0057,SPEAKER_01,18,887.9563,901.6943,13.738,6,51,9.677,4.061,5,0.8122,3.712,0.704,
VAL_M1M_2021_0057,SPEAKER_00,19,902.5553,952.7793,50.224,18,206,39.73,10.494,17,0.6173,4.102,0.791,0.7430
VAL_M1M_2021_0057,SPEAKER_01,20,954.4713,957.9423,3.471,1,15,3.471,0.0,0,0.0,4.322,1.0,
VAL_M1M_2021_0057,SPEAKER_00,21,958.3433,991.1543,32.811,13,159,26.342,6.469,12,0.5391,4.846,0.803,0.7959
VAL_M1M_2021_0057,SPEAKER_01,22,992.3443,993.7943,1.45,2,6,1.03,0.42,1,0.42,4.138,0.71,
VAL_M1M_2021_0057,SPEAKER_00,23,995.7723,1000.8543,5.082,2,25,3.27,1.812,1,1.812,4.919,0.643,0.6210
VAL_M1M_2021_0057,SPEAKER_01,24,1001.4963,1005.3473,3.851,1,27,3.851,0.0,0,0.0,7.011,1.0,
VAL_M1M_2021_0057,SPEAKER_00,25,1006.2603,1039.5243,33.264,13,147,24.947,8.317,12,0.6931,4.419,0.75,0.7361
VAL_M1M_2021_0057,SPEAKER_01,26,1039.8323,1045.2293,5.397,4,17,2.83,2.567,3,0.8557,3.15,0.524,
VAL_M1M_2022_0087,SPEAKER_01,1,393.7266,496.6326,102.906,34,406,78.36,24.546,33,0.7438,3.945,0.761,0.7777
VAL_M1M_2022_0087,SPEAKER_00,2,497.7596,512.6886,14.929,5,70,12.668,2.261,4,0.5653,4.689,0.849,
VAL_M1M_2022_0087,SPEAKER_01,3,513.3306,521.4106,8.08,1,39,8.08,0.0,0,0.0,4.827,1.0,0.6474
VAL_M1M_2022_0087,SPEAKER_00,4,523.1216,530.3966,7.275,3,24,6.074,1.201,2,0.6005,3.299,0.835,
VAL_M1M_2022_0087,SPEAKER_01,5,531.1696,565.6636,34.494,11,130,25.178,9.316,10,0.9316,3.769,0.73,0.7247
VAL_M1M_2022_0087,SPEAKER_00,6,567.3876,576.3026,8.915,4,34,7.824,1.091,3,0.3637,3.814,0.878,
VAL_M1M_2022_0087,SPEAKER_01,7,579.2376,580.3076,1.07,1,9,1.07,0.0,0,0.0,8.411,1.0,0.3548
VAL_M1M_2022_0087,SPEAKER_00,8,581.5986,589.1326,7.534,2,43,7.104,0.43,1,0.43,5.707,0.943,
VAL_M1M_2022_0087,SPEAKER_01,9,589.3656,622.4286,33.063,10,139,26.624,6.439,9,0.7154,4.204,0.805,0.7469
VAL_M1M_2022_0087,SPEAKER_00,10,623.0656,625.8956,2.83,1,19,2.83,0.0,0,0.0,6.714,1.0,
VAL_M1M_2022_0087,SPEAKER_01,11,626.4786,648.2306,21.752,7,98,18.701,3.051,6,0.5085,4.505,0.86,0.7360
VAL_M1M_2022_0087,SPEAKER_00,12,651.4316,659.4926,8.061,7,33,5.8,2.261,6,0.3768,4.094,0.72,
VAL_M1M_2022_0087,UNKNOWN,13,661.2336,661.3736,0.14,1,1,0.14,0.0,0,0.0,7.143,1.0,
VAL_M1M_2022_0087,SPEAKER_01,14,664.6146,784.9026,120.288,35,597,92.494,27.794,34,0.8175,4.963,0.769,0.7080
VAL_M1M_2026_00635,SPEAKER_00,1,427.1841,757.2661,330.082,113,1141,235.302,94.78,112,0.8463,3.457,0.713,0.8262
VAL_M1M_2026_00635,SPEAKER_01,2,758.7261,769.3661,10.64,4,24,8.23,2.41,3,0.8033,2.256,0.773,
VAL_M1M_2026_00635,SPEAKER_00,3,771.8931,853.5631,81.67,30,319,61.158,20.512,29,0.7073,3.906,0.749,0.7829
VAL_M2A_1996_00215,SPEAKER_01,1,533.4821,597.3991,63.917,26,347,44.638,19.279,25,0.7712,5.429,0.698,0.7727
VAL_M2A_1996_00215,SPEAKER_00,2,597.9111,599.0811,1.17,1,12,1.17,0.0,0,0.0,10.256,1.0,
VAL_M2A_1996_00215,SPEAKER_01,3,599.6931,679.6581,79.965,32,463,59.332,20.633,31,0.6656,5.79,0.742,0.7581
VAL_M2A_1996_00215,SPEAKER_00,4,680.7401,684.0221,3.282,3,23,2.502,0.78,2,0.39,7.008,0.762,
VAL_M2A_1996_00215,SPEAKER_01,5,685.3031,712.5231,27.22,13,172,18.862,8.358,12,0.6965,6.319,0.693,0.7690
VAL_M2A_1996_00215,SPEAKER_00,6,714.1241,716.1241,2.0,1,7,2.0,0.0,0,0.0,3.5,1.0,
VAL_M2A_1996_00215,SPEAKER_01,7,717.5971,757.1581,39.561,16,256,31.533,8.028,15,0.5352,6.471,0.797,0.7885
VAL_M2A_1996_00215,SPEAKER_00,8,757.7811,759.7111,1.93,1,14,1.93,0.0,0,0.0,7.254,1.0,
VAL_M2A_1996_00215,SPEAKER_01,9,759.8921,791.3341,31.442,14,149,20.163,11.279,13,0.8676,4.739,0.641,0.7463
VAL_M2A_1996_00215,SPEAKER_00,10,791.5551,794.3951,2.84,1,16,2.84,0.0,0,0.0,5.634,1.0,
VAL_M2A_1996_00215,SPEAKER_01,11,794.5971,838.5711,43.974,19,226,30.741,13.233,18,0.7352,5.139,0.699,0.7492
VAL_M2A_1996_00215,SPEAKER_00,12,838.6711,839.2011,0.53,1,4,0.53,0.0,0,0.0,7.547,1.0,
VAL_M2A_1996_00215,SPEAKER_01,13,839.5111,840.0011,0.49,1,4,0.49,0.0,0,0.0,8.163,1.0,0.5427
VAL_M2A_1996_00215,SPEAKER_00,14,840.0711,843.2521,3.181,2,16,2.881,0.3,1,0.3,5.03,0.906,
VAL_M2A_1996_00215,SPEAKER_01,15,843.4521,843.8121,0.36,1,3,0.36,0.0,0,0.0,8.333,1.0,0.8460
VAL_M2A_1996_00215,SPEAKER_00,16,843.9121,845.4321,1.52,1,9,1.52,0.0,0,0.0,5.921,1.0,
VAL_M2A_1996_00215,SPEAKER_01,17,846.3531,1064.2181,217.865,90,1286,165.225,52.64,89,0.5915,5.903,0.758,0.7226
VAL_M2A_2020_00113,SPEAKER_01,1,553.6087,560.8697,7.261,2,44,6.891,0.37,1,0.37,6.06,0.949,
VAL_M2A_2020_00113,SPEAKER_00,2,561.5907,676.0827,114.492,46,379,78.839,35.653,45,0.7923,3.31,0.689,0.8098
VAL_M2A_2020_00113,SPEAKER_01,3,678.4557,688.3587,9.903,5,42,5.903,4.0,4,1.0,4.241,0.596,
VAL_M2A_2020_00113,SPEAKER_00,4,690.3427,703.1997,12.857,4,50,9.456,3.401,3,1.1337,3.889,0.735,0.7977
VAL_M2A_2020_00113,SPEAKER_01,5,703.6797,705.5497,1.87,1,7,1.87,0.0,0,0.0,3.743,1.0,
VAL_M2A_2020_00113,SPEAKER_00,6,706.2007,723.3297,17.129,8,73,11.778,5.351,7,0.7644,4.262,0.688,0.8119
VAL_M2A_2020_00113,UNKNOWN,7,723.6197,723.7497,0.13,1,2,0.13,0.0,0,0.0,15.385,1.0,
VAL_M2A_2020_00113,SPEAKER_00,8,724.6907,756.3067,31.616,10,128,23.339,8.277,9,0.9197,4.049,0.738,0.8566
VAL_M2A_2020_00113,SPEAKER_01,9,757.4077,766.2337,8.826,3,36,7.406,1.42,2,0.71,4.079,0.839,
VAL_M2A_2020_00113,SPEAKER_00,10,766.8937,790.9227,24.029,10,105,17.595,6.434,9,0.7149,4.37,0.732,0.8565
VAL_M2A_2020_00113,SPEAKER_01,11,793.2637,798.8137,5.55,2,21,3.05,2.5,1,2.5,3.784,0.55,
VAL_M2A_2020_00113,SPEAKER_00,12,800.8647,884.8417,83.977,32,261,56.558,27.419,31,0.8845,3.108,0.673,0.8309
VAL_M2A_2020_00113,SPEAKER_01,13,885.6907,887.2307,1.54,1,11,1.54,0.0,0,0.0,7.143,1.0,
VAL_M2A_2020_00113,SPEAKER_00,14,887.5917,890.3577,2.766,2,15,2.09,0.676,1,0.676,5.423,0.756,0.8126
VAL_M2A_2020_00113,SPEAKER_01,15,890.6177,899.1397,8.522,5,37,5.62,2.902,4,0.7255,4.342,0.659,
